new_time,year,month,day,time
1826-04-02,1826,April,2,1826-04-01
1826-04-09,1826,April,9,1826-04-09
1826-04-16,1826,April,16,1826-04-16
1826-04-23,1826,April,23,1826-04-23
1826-04-30,1826,April,30,1826-04-30
1826-05-07,1826,May,7,1826-05-01
1826-05-14,1826,May,14,1826-05-14
1826-05-21,1826,May,21,1826-05-21
1826-05-28,1826,May,28,1826-05-28
1826-06-04,1826,June,4,1826-06-01
1826-06-11,1826,June,11,1826-06-11
1826-06-18,1826,June,18,1826-06-18
1826-06-25,1826,June,25,1826-06-25
1826-07-02,1826,July,2,1826-07-01
1826-07-09,1826,July,9,1826-07-09
1826-07-16,1826,July,16,1826-07-16
1826-07-23,1826,July,23,1826-07-23
1826-07-30,1826,July,30,1826-07-30
1826-08-06,1826,August,6,1826-08-01
1826-08-13,1826,August,13,1826-08-13
1826-08-20,1826,August,20,1826-08-20
1826-08-27,1826,August,27,1826-08-27
1826-09-03,1826,September,3,1826-09-01
1826-09-10,1826,September,10,1826-09-10
1826-09-17,1826,September,17,1826-09-17
1826-09-24,1826,September,24,1826-09-24
1826-10-01,1826,October,1,1826-10-01
1826-10-08,1826,October,8,1826-10-08
1826-10-15,1826,October,15,1826-10-15
1826-10-22,1826,October,22,1826-10-22
1826-10-29,1826,October,29,1826-10-29
1826-11-05,1826,November,5,1826-11-01
1826-11-12,1826,November,12,1826-11-12
1826-11-19,1826,November,19,1826-11-19
1826-11-26,1826,November,26,1826-11-26
1826-12-03,1826,December,3,1826-12-01
1826-12-10,1826,December,10,1826-12-10
1826-12-17,1826,December,17,1826-12-17
1826-12-24,1826,December,24,1826-12-24
1826-12-31,1826,December,31,1826-12-31
1827-01-07,1827,January,7,1827-01-01
1827-01-14,1827,January,14,1827-01-14
1827-01-21,1827,January,21,1827-01-21
1827-01-28,1827,January,28,1827-01-28
1827-02-04,1827,February,4,1827-02-01
1827-02-11,1827,February,11,1827-02-11
1827-02-18,1827,February,18,1827-02-18
1827-02-25,1827,February,25,1827-02-25
1827-03-04,1827,March,4,1827-03-01
1827-03-11,1827,March,11,1827-03-11
1827-03-18,1827,March,18,1827-03-18
1827-03-25,1827,March,25,1827-03-25
1827-04-01,1827,April,1,1827-04-01
1827-04-08,1827,April,8,1827-04-08
1827-04-15,1827,April,15,1827-04-15
1827-04-22,1827,April,22,1827-04-22
1827-04-29,1827,April,29,1827-04-29
1827-05-06,1827,May,6,1827-05-01
1827-05-13,1827,May,13,1827-05-13
1827-05-20,1827,May,20,1827-05-20
1827-05-27,1827,May,27,1827-05-27
1827-06-03,1827,June,3,1827-06-01
1827-06-10,1827,June,10,1827-06-10
1827-06-17,1827,June,17,1827-06-17
1827-06-24,1827,June,24,1827-06-24
1827-07-01,1827,July,1,1827-07-01
1827-07-08,1827,July,8,1827-07-08
1827-07-15,1827,July,15,1827-07-15
1827-07-22,1827,July,22,1827-07-22
1827-07-29,1827,July,29,1827-07-29
1827-08-05,1827,August,5,1827-08-01
1827-08-12,1827,August,12,1827-08-12
1827-08-19,1827,August,19,1827-08-19
1827-08-26,1827,August,26,1827-08-26
1827-09-02,1827,September,2,1827-09-01
1827-09-09,1827,September,9,1827-09-09
1827-09-16,1827,September,16,1827-09-16
1827-09-23,1827,September,23,1827-09-23
1827-09-30,1827,September,30,1827-09-30
1827-10-07,1827,October,7,1827-10-01
1827-10-14,1827,October,14,1827-10-14
1827-10-21,1827,October,21,1827-10-21
1827-10-28,1827,October,28,1827-10-28
1827-11-04,1827,November,4,1827-11-01
1827-11-11,1827,November,11,1827-11-11
1827-11-18,1827,November,18,1827-11-18
1827-11-25,1827,November,25,1827-11-25
1827-12-02,1827,December,2,1827-12-01
1827-12-09,1827,December,9,1827-12-09
1827-12-16,1827,December,16,1827-12-16
1827-12-23,1827,December,23,1827-12-23
1827-12-30,1827,December,30,1827-12-30
1828-01-06,1828,January,6,1828-01-01
1828-01-13,1828,January,13,1828-01-13
1828-01-20,1828,January,20,1828-01-20
1828-01-27,1828,January,27,1828-01-27
1828-02-03,1828,February,3,1828-02-01
1828-02-10,1828,February,10,1828-02-10
1828-02-17,1828,February,17,1828-02-17
1828-02-24,1828,February,24,1828-02-24
1828-03-02,1828,March,2,1828-03-01
1828-03-09,1828,March,9,1828-03-09
1828-03-16,1828,March,16,1828-03-16
1828-03-23,1828,March,23,1828-03-23
1828-03-30,1828,March,30,1828-03-30
1828-04-06,1828,April,6,1828-04-01
1828-04-13,1828,April,13,1828-04-13
1828-04-20,1828,April,20,1828-04-20
1828-04-27,1828,April,27,1828-04-27
1828-05-04,1828,May,4,1828-05-01
1828-05-11,1828,May,11,1828-05-11
1828-05-18,1828,May,18,1828-05-18
1828-05-25,1828,May,25,1828-05-25
1828-06-01,1828,June,1,1828-06-01
1828-06-08,1828,June,8,1828-06-08
1828-06-15,1828,June,15,1828-06-15
1828-06-22,1828,June,22,1828-06-22
1828-06-29,1828,June,29,1828-06-29
1828-07-06,1828,July,6,1828-07-01
1828-07-13,1828,July,13,1828-07-13
1828-07-20,1828,July,20,1828-07-20
1828-07-27,1828,July,27,1828-07-27
1828-08-03,1828,August,3,1828-08-01
1828-08-10,1828,August,10,1828-08-10
1828-08-17,1828,August,17,1828-08-17
1828-08-24,1828,August,24,1828-08-24
1828-08-31,1828,August,31,1828-08-31
1828-09-07,1828,September,7,1828-09-01
1828-09-14,1828,September,14,1828-09-14
1828-09-21,1828,September,21,1828-09-21
1828-09-28,1828,September,28,1828-09-28
1828-10-05,1828,October,5,1828-10-01
1828-10-12,1828,October,12,1828-10-12
1828-10-19,1828,October,19,1828-10-19
1828-10-26,1828,October,26,1828-10-26
1828-11-02,1828,November,2,1828-11-01
1828-11-09,1828,November,9,1828-11-09
1828-11-16,1828,November,16,1828-11-16
1828-11-23,1828,November,23,1828-11-23
1828-11-30,1828,November,30,1828-11-30
1828-12-07,1828,December,7,1828-12-01
1828-12-14,1828,December,14,1828-12-14
1828-12-21,1828,December,21,1828-12-21
1828-12-28,1828,December,28,1828-12-28
1829-01-04,1829,January,4,1829-01-01
1829-01-11,1829,January,11,1829-01-11
1829-01-18,1829,January,18,1829-01-18
1829-01-25,1829,January,25,1829-01-25
1829-02-01,1829,February,1,1829-02-01
1829-02-08,1829,February,8,1829-02-08
1829-02-15,1829,February,15,1829-02-15
1829-02-22,1829,February,22,1829-02-22
1829-03-01,1829,March,1,1829-03-01
1829-03-08,1829,March,8,1829-03-08
1829-03-15,1829,March,15,1829-03-15
1829-03-22,1829,March,22,1829-03-22
1829-03-29,1829,March,29,1829-03-29
1829-04-05,1829,April,5,1829-04-01
1829-04-12,1829,April,12,1829-04-12
1829-04-19,1829,April,19,1829-04-19
1829-04-26,1829,April,26,1829-04-26
1829-05-03,1829,May,3,1829-05-01
1829-05-10,1829,May,10,1829-05-10
1829-05-17,1829,May,17,1829-05-17
1829-05-24,1829,May,24,1829-05-24
1829-05-31,1829,May,31,1829-05-31
1829-06-07,1829,June,7,1829-06-01
1829-06-14,1829,June,14,1829-06-14
1829-06-21,1829,June,21,1829-06-21
1829-06-28,1829,June,28,1829-06-28
1829-07-05,1829,July,5,1829-07-01
1829-07-12,1829,July,12,1829-07-12
1829-07-19,1829,July,19,1829-07-19
1829-07-26,1829,July,26,1829-07-26
1829-08-02,1829,August,2,1829-08-01
1829-08-09,1829,August,9,1829-08-09
1829-08-16,1829,August,16,1829-08-16
1829-08-23,1829,August,23,1829-08-23
1829-08-30,1829,August,30,1829-08-30
1829-09-06,1829,September,6,1829-09-01
1829-09-13,1829,September,13,1829-09-13
1829-09-20,1829,September,20,1829-09-20
1829-09-27,1829,September,27,1829-09-27
1829-10-04,1829,October,4,1829-10-01
1829-10-11,1829,October,11,1829-10-11
1829-10-18,1829,October,18,1829-10-18
1829-10-25,1829,October,25,1829-10-25
1829-11-01,1829,November,1,1829-11-01
1829-11-08,1829,November,8,1829-11-08
1829-11-15,1829,November,15,1829-11-15
1829-11-22,1829,November,22,1829-11-22
1829-11-29,1829,November,29,1829-11-29
1829-12-06,1829,December,6,1829-12-01
1829-12-13,1829,December,13,1829-12-13
1829-12-20,1829,December,20,1829-12-20
1829-12-27,1829,December,27,1829-12-27
1830-01-03,1830,January,3,1830-01-01
1830-01-10,1830,January,10,1830-01-10
1830-01-17,1830,January,17,1830-01-17
1830-01-24,1830,January,24,1830-01-24
1830-01-31,1830,January,31,1830-01-31
1830-02-07,1830,February,7,1830-02-01
1830-02-14,1830,February,14,1830-02-14
1830-02-21,1830,February,21,1830-02-21
1830-02-28,1830,February,28,1830-02-28
1830-03-07,1830,March,7,1830-03-01
1830-03-14,1830,March,14,1830-03-14
1830-03-21,1830,March,21,1830-03-21
1830-03-28,1830,March,28,1830-03-28
1830-04-04,1830,April,4,1830-04-01
1830-04-11,1830,April,11,1830-04-11
1830-04-18,1830,April,18,1830-04-18
1830-04-25,1830,April,25,1830-04-25
1830-05-02,1830,May,2,1830-05-01
1830-05-09,1830,May,9,1830-05-09
1830-05-16,1830,May,16,1830-05-16
1830-05-23,1830,May,23,1830-05-23
1830-05-30,1830,May,30,1830-05-30
1830-06-06,1830,June,6,1830-06-01
1830-06-13,1830,June,13,1830-06-13
1830-06-20,1830,June,20,1830-06-20
1830-06-27,1830,June,27,1830-06-27
1830-07-04,1830,July,4,1830-07-01
1830-07-11,1830,July,11,1830-07-11
1830-07-18,1830,July,18,1830-07-18
1830-07-25,1830,July,25,1830-07-25
1830-08-01,1830,August,1,1830-08-01
1830-08-08,1830,August,8,1830-08-08
1830-08-15,1830,August,15,1830-08-15
1830-08-22,1830,August,22,1830-08-22
1830-08-29,1830,August,29,1830-08-29
1830-09-05,1830,September,5,1830-09-01
1830-09-12,1830,September,12,1830-09-12
1830-09-19,1830,September,19,1830-09-19
1830-09-26,1830,September,26,1830-09-26
1830-10-03,1830,October,3,1830-10-01
1830-10-10,1830,October,10,1830-10-10
1830-10-17,1830,October,17,1830-10-17
1830-10-24,1830,October,24,1830-10-24
1830-10-31,1830,October,31,1830-10-31
1830-11-07,1830,November,7,1830-11-01
1830-11-14,1830,November,14,1830-11-14
1830-11-21,1830,November,21,1830-11-21
1830-11-28,1830,November,28,1830-11-28
1830-12-05,1830,December,5,1830-12-01
1830-12-12,1830,December,12,1830-12-12
1830-12-19,1830,December,19,1830-12-19
1830-12-26,1830,December,26,1830-12-26
1831-01-02,1831,January,2,1831-01-01
1831-01-09,1831,January,9,1831-01-09
1831-01-16,1831,January,16,1831-01-16
1831-01-23,1831,January,23,1831-01-23
1831-01-30,1831,January,30,1831-01-30
1831-02-06,1831,February,6,1831-02-01
1831-02-13,1831,February,13,1831-02-13
1831-02-20,1831,February,20,1831-02-20
1831-02-27,1831,February,27,1831-02-27
1831-03-06,1831,March,6,1831-03-01
1831-03-13,1831,March,13,1831-03-13
1831-03-20,1831,March,20,1831-03-20
1831-03-27,1831,March,27,1831-03-27
1831-04-03,1831,April,3,1831-04-01
1831-04-10,1831,April,10,1831-04-10
1831-04-17,1831,April,17,1831-04-17
1831-04-24,1831,April,24,1831-04-24
1831-05-01,1831,May,1,1831-05-01
1831-05-08,1831,May,8,1831-05-08
1831-05-15,1831,May,15,1831-05-15
1831-05-22,1831,May,22,1831-05-22
1831-05-29,1831,May,29,1831-05-29
1831-06-05,1831,June,5,1831-06-01
1831-06-12,1831,June,12,1831-06-12
1831-06-19,1831,June,19,1831-06-19
1831-06-26,1831,June,26,1831-06-26
1831-07-03,1831,July,3,1831-07-01
1831-07-10,1831,July,10,1831-07-10
1831-07-17,1831,July,17,1831-07-17
1831-07-24,1831,July,24,1831-07-24
1831-07-31,1831,July,31,1831-07-31
1831-08-07,1831,August,7,1831-08-01
1831-08-14,1831,August,14,1831-08-14
1831-08-21,1831,August,21,1831-08-21
1831-08-28,1831,August,28,1831-08-28
1831-09-04,1831,September,4,1831-09-01
1831-09-11,1831,September,11,1831-09-11
1831-09-18,1831,September,18,1831-09-18
1831-09-25,1831,September,25,1831-09-25
1831-10-02,1831,October,2,1831-10-01
1831-10-09,1831,October,9,1831-10-09
1831-10-16,1831,October,16,1831-10-16
1831-10-23,1831,October,23,1831-10-23
1831-10-30,1831,October,30,1831-10-30
1831-11-06,1831,November,6,1831-11-01
1831-11-13,1831,November,13,1831-11-13
1831-11-20,1831,November,20,1831-11-20
1831-11-27,1831,November,27,1831-11-27
1831-12-04,1831,December,4,1831-12-01
1831-12-11,1831,December,11,1831-12-11
1831-12-18,1831,December,18,1831-12-18
1831-12-25,1831,December,25,1831-12-25
1832-01-01,1832,January,1,1832-01-01
1832-01-08,1832,January,8,1832-01-08
1832-01-15,1832,January,15,1832-01-15
1832-01-22,1832,January,22,1832-01-22
1832-01-29,1832,January,29,1832-01-29
1832-02-05,1832,February,5,1832-02-01
1832-02-12,1832,February,12,1832-02-12
1832-02-19,1832,February,19,1832-02-19
1832-02-26,1832,February,26,1832-02-26
1832-03-04,1832,March,4,1832-03-01
1832-03-11,1832,March,11,1832-03-11
1832-03-18,1832,March,18,1832-03-18
1832-03-25,1832,March,25,1832-03-25
1832-04-01,1832,April,1,1832-04-01
1832-04-08,1832,April,8,1832-04-08
1832-04-15,1832,April,15,1832-04-15
1832-04-22,1832,April,22,1832-04-22
1832-04-29,1832,April,29,1832-04-29
1832-05-06,1832,May,6,1832-05-01
1832-05-13,1832,May,13,1832-05-13
1832-05-20,1832,May,20,1832-05-20
1832-05-27,1832,May,27,1832-05-27
1832-06-03,1832,June,3,1832-06-01
1832-06-10,1832,June,10,1832-06-10
1832-06-17,1832,June,17,1832-06-17
1832-06-24,1832,June,24,1832-06-24
1832-07-01,1832,July,1,1832-07-01
1832-07-08,1832,July,8,1832-07-08
1832-07-15,1832,July,15,1832-07-15
1832-07-22,1832,July,22,1832-07-22
1832-07-29,1832,July,29,1832-07-29
1832-08-05,1832,August,5,1832-08-01
1832-08-12,1832,August,12,1832-08-12
1832-08-19,1832,August,19,1832-08-19
1832-08-26,1832,August,26,1832-08-26
1832-09-02,1832,September,2,1832-09-01
1832-09-09,1832,September,9,1832-09-09
1832-09-16,1832,September,16,1832-09-16
1832-09-23,1832,September,23,1832-09-23
1832-09-30,1832,September,30,1832-09-30
1832-10-07,1832,October,7,1832-10-01
1832-10-14,1832,October,14,1832-10-14
1832-10-21,1832,October,21,1832-10-21
1832-10-28,1832,October,28,1832-10-28
1832-11-04,1832,November,4,1832-11-01
1832-11-11,1832,November,11,1832-11-11
1832-11-18,1832,November,18,1832-11-18
1832-11-25,1832,November,25,1832-11-25
1832-12-02,1832,December,2,1832-12-01
1832-12-09,1832,December,9,1832-12-09
1832-12-16,1832,December,16,1832-12-16
1832-12-23,1832,December,23,1832-12-23
1832-12-30,1832,December,30,1832-12-30
1833-01-06,1833,January,6,1833-01-01
1833-01-13,1833,January,13,1833-01-13
1833-01-20,1833,January,20,1833-01-20
1833-01-27,1833,January,27,1833-01-27
1833-02-03,1833,February,3,1833-02-01
1833-02-10,1833,February,10,1833-02-10
1833-02-17,1833,February,17,1833-02-17
1833-02-24,1833,February,24,1833-02-24
1833-03-03,1833,March,3,1833-03-01
1833-03-10,1833,March,10,1833-03-10
1833-03-17,1833,March,17,1833-03-17
1833-03-24,1833,March,24,1833-03-24
1833-03-31,1833,March,31,1833-03-31
1833-04-07,1833,April,7,1833-04-01
1833-04-14,1833,April,14,1833-04-14
1833-04-21,1833,April,21,1833-04-21
1833-04-28,1833,April,28,1833-04-28
1833-05-05,1833,May,5,1833-05-01
1833-05-12,1833,May,12,1833-05-12
1833-05-19,1833,May,19,1833-05-19
1833-05-26,1833,May,26,1833-05-26
1833-06-02,1833,June,2,1833-06-01
1833-06-09,1833,June,9,1833-06-09
1833-06-16,1833,June,16,1833-06-16
1833-06-23,1833,June,23,1833-06-23
1833-06-30,1833,June,30,1833-06-30
1833-07-07,1833,July,7,1833-07-01
1833-07-14,1833,July,14,1833-07-14
1833-07-21,1833,July,21,1833-07-21
1833-07-28,1833,July,28,1833-07-28
1833-08-04,1833,August,4,1833-08-01
1833-08-11,1833,August,11,1833-08-11
1833-08-18,1833,August,18,1833-08-18
1833-08-25,1833,August,25,1833-08-25
1833-09-01,1833,September,1,1833-09-01
1833-09-08,1833,September,8,1833-09-08
1833-09-15,1833,September,15,1833-09-15
1833-09-22,1833,September,22,1833-09-22
1833-09-29,1833,September,29,1833-09-29
1833-10-06,1833,October,6,1833-10-01
1833-10-13,1833,October,13,1833-10-13
1833-10-20,1833,October,20,1833-10-20
1833-10-27,1833,October,27,1833-10-27
1833-11-03,1833,November,3,1833-11-01
1833-11-10,1833,November,10,1833-11-10
1833-11-17,1833,November,17,1833-11-17
1833-11-24,1833,November,24,1833-11-24
1833-12-01,1833,December,1,1833-12-01
1833-12-08,1833,December,8,1833-12-08
1833-12-15,1833,December,15,1833-12-15
1833-12-22,1833,December,22,1833-12-22
1833-12-29,1833,December,29,1833-12-29
1834-01-05,1834,January,5,1834-01-01
1834-01-12,1834,January,12,1834-01-12
1834-01-19,1834,January,19,1834-01-19
1834-01-26,1834,January,26,1834-01-26
1834-02-02,1834,February,2,1834-02-01
1834-02-09,1834,February,9,1834-02-09
1834-02-16,1834,February,16,1834-02-16
1834-02-23,1834,February,23,1834-02-23
1834-03-02,1834,March,2,1834-03-01
1834-03-09,1834,March,9,1834-03-09
1834-03-16,1834,March,16,1834-03-16
1834-03-23,1834,March,23,1834-03-23
1834-03-30,1834,March,30,1834-03-30
1834-04-06,1834,April,6,1834-04-01
1834-04-13,1834,April,13,1834-04-13
1834-04-20,1834,April,20,1834-04-20
1834-04-27,1834,April,27,1834-04-27
1834-05-04,1834,May,4,1834-05-01
1834-05-11,1834,May,11,1834-05-11
1834-05-18,1834,May,18,1834-05-18
1834-05-25,1834,May,25,1834-05-25
1834-06-01,1834,June,1,1834-06-01
1834-06-08,1834,June,8,1834-06-08
1834-06-15,1834,June,15,1834-06-15
1834-06-22,1834,June,22,1834-06-22
1834-06-29,1834,June,29,1834-06-29
1834-07-06,1834,July,6,1834-07-01
1834-07-13,1834,July,13,1834-07-13
1834-07-20,1834,July,20,1834-07-20
1834-07-27,1834,July,27,1834-07-27
1834-08-03,1834,August,3,1834-08-01
1834-08-10,1834,August,10,1834-08-10
1834-08-17,1834,August,17,1834-08-17
1834-08-24,1834,August,24,1834-08-24
1834-08-31,1834,August,31,1834-08-31
1834-09-07,1834,September,7,1834-09-01
1834-09-14,1834,September,14,1834-09-14
1834-09-21,1834,September,21,1834-09-21
1834-09-28,1834,September,28,1834-09-28
1834-10-05,1834,October,5,1834-10-01
1834-10-12,1834,October,12,1834-10-12
1834-10-19,1834,October,19,1834-10-19
1834-10-26,1834,October,26,1834-10-26
1834-11-02,1834,November,2,1834-11-01
1834-11-09,1834,November,9,1834-11-09
1834-11-16,1834,November,16,1834-11-16
1834-11-23,1834,November,23,1834-11-23
1834-11-30,1834,November,30,1834-11-30
1834-12-07,1834,December,7,1834-12-01
1834-12-14,1834,December,14,1834-12-14
1834-12-21,1834,December,21,1834-12-21
1834-12-28,1834,December,28,1834-12-28
1835-01-04,1835,January,4,1835-01-01
1835-01-11,1835,January,11,1835-01-11
1835-01-18,1835,January,18,1835-01-18
1835-01-25,1835,January,25,1835-01-25
1835-02-01,1835,February,1,1835-02-01
1835-02-08,1835,February,8,1835-02-08
1835-02-15,1835,February,15,1835-02-15
1835-02-22,1835,February,22,1835-02-22
1835-03-01,1835,March,1,1835-03-01
1835-03-08,1835,March,8,1835-03-08
1835-03-15,1835,March,15,1835-03-15
1835-03-22,1835,March,22,1835-03-22
1835-03-29,1835,March,29,1835-03-29
1835-04-05,1835,April,5,1835-04-01
1835-04-12,1835,April,12,1835-04-12
1835-04-19,1835,April,19,1835-04-19
1835-04-26,1835,April,26,1835-04-26
1835-05-03,1835,May,3,1835-05-01
1835-05-10,1835,May,10,1835-05-10
1835-05-17,1835,May,17,1835-05-17
1835-05-24,1835,May,24,1835-05-24
1835-05-31,1835,May,31,1835-05-31
1835-06-07,1835,June,7,1835-06-01
1835-06-14,1835,June,14,1835-06-14
1835-06-21,1835,June,21,1835-06-21
1835-06-28,1835,June,28,1835-06-28
1835-07-05,1835,July,5,1835-07-01
1835-07-12,1835,July,12,1835-07-12
1835-07-19,1835,July,19,1835-07-19
1835-07-26,1835,July,26,1835-07-26
1835-08-02,1835,August,2,1835-08-01
1835-08-09,1835,August,9,1835-08-09
1835-08-16,1835,August,16,1835-08-16
1835-08-23,1835,August,23,1835-08-23
1835-08-30,1835,August,30,1835-08-30
1835-09-06,1835,September,6,1835-09-01
1835-09-13,1835,September,13,1835-09-13
1835-09-20,1835,September,20,1835-09-20
1835-09-27,1835,September,27,1835-09-27
1835-10-04,1835,October,4,1835-10-01
1835-10-11,1835,October,11,1835-10-11
1835-10-18,1835,October,18,1835-10-18
1835-10-25,1835,October,25,1835-10-25
1835-11-01,1835,November,1,1835-11-01
1835-11-08,1835,November,8,1835-11-08
1835-11-15,1835,November,15,1835-11-15
1835-11-22,1835,November,22,1835-11-22
1835-11-29,1835,November,29,1835-11-29
1835-12-06,1835,December,6,1835-12-01
1835-12-13,1835,December,13,1835-12-13
1835-12-20,1835,December,20,1835-12-20
1835-12-27,1835,December,27,1835-12-27
1836-01-03,1836,January,3,1836-01-01
1836-01-10,1836,January,10,1836-01-10
1836-01-17,1836,January,17,1836-01-17
1836-01-24,1836,January,24,1836-01-24
1836-01-31,1836,January,31,1836-01-31
1836-02-07,1836,February,7,1836-02-01
1836-02-14,1836,February,14,1836-02-14
1836-02-21,1836,February,21,1836-02-21
1836-02-28,1836,February,28,1836-02-28
1836-03-06,1836,March,6,1836-03-01
1836-03-13,1836,March,13,1836-03-13
1836-03-20,1836,March,20,1836-03-20
1836-03-27,1836,March,27,1836-03-27
1836-04-03,1836,April,3,1836-04-01
1836-04-10,1836,April,10,1836-04-10
1836-04-17,1836,April,17,1836-04-17
1836-04-24,1836,April,24,1836-04-24
1836-05-01,1836,May,1,1836-05-01
1836-05-08,1836,May,8,1836-05-08
1836-05-15,1836,May,15,1836-05-15
1836-05-22,1836,May,22,1836-05-22
1836-05-29,1836,May,29,1836-05-29
1836-06-05,1836,June,5,1836-06-01
1836-06-12,1836,June,12,1836-06-12
1836-06-19,1836,June,19,1836-06-19
1836-06-26,1836,June,26,1836-06-26
1836-07-03,1836,July,3,1836-07-01
1836-07-10,1836,July,10,1836-07-10
1836-07-17,1836,July,17,1836-07-17
1836-07-24,1836,July,24,1836-07-24
1836-07-31,1836,July,31,1836-07-31
1836-08-07,1836,August,7,1836-08-01
1836-08-14,1836,August,14,1836-08-14
1836-08-21,1836,August,21,1836-08-21
1836-08-28,1836,August,28,1836-08-28
1836-09-04,1836,September,4,1836-09-01
1836-09-11,1836,September,11,1836-09-11
1836-09-18,1836,September,18,1836-09-18
1836-09-25,1836,September,25,1836-09-25
1836-10-02,1836,October,2,1836-10-01
1836-10-09,1836,October,9,1836-10-09
1836-10-16,1836,October,16,1836-10-16
1836-10-23,1836,October,23,1836-10-23
1836-10-30,1836,October,30,1836-10-30
1836-11-06,1836,November,6,1836-11-01
1836-11-13,1836,November,13,1836-11-13
